37.1268	16.333	16.5192	37.9598	15.3236	16.4114	17.7638	17.3228	16.578	15.794	15.6666	15.3432	15.892	15.7352	16.5584	16.4506	16.0194	15.353	15.7156	17.6952	16.4898	17.4208	16.4996	15.794	16.2252	15.1472	15.8724	16.1174	16.7054	16.676	16.137	17.7638	17.0778	17.7932	16.7642	16.4016	17.656	16.2644	15.8626	16.5192	16.6368	18.1852	16.2252	15.8528	17.4698	16.284	16.578	15.6176
37.1268	16.2252	16.4898	37.8912	15.2452	16.4408	17.7344	17.2934	16.5388	15.7548	15.6372	15.206	15.794	15.647	16.5192	16.3722	15.9214	15.3628	15.696	17.6168	16.4604	17.4012	16.48	15.7352	16.186	15.1178	15.8038	16.0782	16.6564	16.5976	16.0684	17.705	17.0092	17.754	16.725	16.4016	17.5972	16.186	15.8332	16.4996	16.4408	18.1166	16.2056	15.8038	17.46	16.2546	16.4604	15.5784
30.0472	20.5764	25.3784	32.0856	21.135	22.213	21.086	21.0468	22.3992	20.1746	24.3004	17.4306	20.8116	24.1828	21.1742	22.3012	23.095	15.5882	23.8496	21.2428	20.2824	20.4882	21.968	19.322	16.774	21.2428	23.7124	19.3808	20.1452	23.8104	20.8704	21.429	21.6544	21.9974	20.9488	16.5682	21.6054	21.4878	16.4506	17.8618	20.204	22.9578	19.3808	19.6356	20.89	20.6548	22.752	19.3122
30.5078	21.1546	25.79	32.3992	21.7818	22.6638	21.4878	21.1644	22.7324	20.7528	24.8492	17.9696	21.2036	24.7512	21.4192	22.605	23.536	15.6764	24.3592	21.7328	20.8116	20.9096	22.1934	19.6552	16.5878	21.4192	24.2122	19.4298	20.5764	24.3298	21.5074	21.772	21.6348	22.2816	21.3212	16.5192	22.0464	21.625	17.1268	18.2538	20.1452	23.046	19.9492	19.6846	21.6152	20.792	23.144	19.4984
30.694	21.2134	25.8194	32.7128	21.821	22.752	21.87	21.429	23.046	20.8312	25.1236	22.7128	21.478	24.8296	21.8112	23.0264	23.5458	21.1448	24.32	21.9876	20.988	21.3016	22.5266	19.9884	19.42	21.968	24.3396	21.4584	20.89	24.516	21.6152	22.1052	21.8014	22.7226	21.5858	18.5772	22.1542	22.213	23.6732	18.7536	20.6156	23.34	20.0374	22.997	22.36	21.7916	23.389	20.1942
31.1742	21.772	26.574	32.9676	22.2424	23.2028	22.0562	21.8112	23.34	21.3604	25.2804	23.487	21.8112	25.3784	22.4384	23.193	24.0358	21.8112	25.2118	22.3306	21.3408	21.9484	22.752	20.4588	20.204	22.5756	25.0746	22.2228	20.9978	24.9766	22.1738	22.311	22.017	22.9774	22.1052	19.6552	22.4972	22.9872	24.1044	19.5474	21.2428	23.6046	20.5568	23.732	22.8696	22.6148	23.7222	20.6156
31.2232	21.8112	26.5054	32.9676	22.2718	23.2028	22.0954	21.8112	23.3498	21.429	25.3392	23.5556	21.8112	25.4372	22.4776	23.2616	24.0554	21.8896	25.2216	22.3698	21.3996	21.9484	22.752	20.4588	20.3412	22.7128	25.104	22.2228	20.9194	25.1432	22.2326	22.36	22.0464	22.9872	22.1248	19.7728	22.5168	22.9676	24.1828	19.5768	21.2036	23.634	20.5666	23.7516	22.8598	22.6442	23.7712	20.6744
21.3604	21.9288	26.9072	23.144	22.3796	23.4184	22.2326	21.9582	23.5458	21.5956	25.3882	23.6242	21.968	25.6332	22.6736	23.4772	24.2612	22.3992	25.349	22.4972	21.5662	22.066	22.9578	20.8998	21.429	22.7716	25.3196	22.8892	21.0468	25.202	22.409	22.507	22.4188	23.3008	22.311	21.3212	22.654	23.2616	23.634	20.8508	21.478	23.7124	20.792	23.5556	23.2028	23.0264	23.928	20.9488
21.4094	22.0268	26.721	23.1636	22.4776	23.4576	22.3306	22.017	23.5752	21.6054	25.4666	23.7908	22.0072	25.692	23.144	23.438	24.3004	23.1538	25.3882	22.5168	21.6544	22.3796	22.948	21.4192	22.262	22.9872	25.4666	23.3204	21.1154	25.251	22.4286	22.5168	22.4384	23.3106	22.3894	22.654	22.6834	23.536	23.6536	22.0464	21.7426	23.928	20.792	23.6242	23.3596	23.2616	23.9672	21.0958
21.7328	22.4482	26.9562	23.5654	23.0166	24.075	22.752	22.3992	24.1436	22.0856	25.7018	24.7904	22.5854	26.084	24.2318	23.9476	24.7218	24.3984	25.8488	23.046	22.1052	22.7716	23.4086	22.4874	23.7124	24.0554	25.8194	24.3396	21.8112	25.692	22.9088	22.9088	22.9382	23.6046	22.8794	23.5948	23.242	24.5748	25.1628	23.3302	22.4678	24.222	21.233	24.6924	23.8398	24.0554	24.418	22.1052
