0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	478.4	39.56	0.0	0.0	0.0	0.0	0.0	0.0	79.12	0.0	30.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	478.4	39.56	57.04	93.84	0.0	0.0	0.0	0.0	79.12	0.0	30.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0
11.04	11.96	50.6	368.0	0.0	121.44	0.0	0.0	0.0	0.0	2.3	39.56	57.04	93.84	1847.36	43.24	121.44	0.0	71.76	128.8	30.36	772.8	625.6	143.52	97.52	121.44	0.46	0.0	0.0	0.0	150.88	0.0	0.0	60.72	1.38	0.0	0.0	1258.56	0.0	172.96	0.0	831.68	478.4	0.0	772.8	338.56	0.92	655.04
45.08	11.96	235.52	368.0	0.0	121.44	0.0	0.0	0.0	0.0	2.3	39.56	57.04	19.32	1847.36	43.24	121.44	57.04	90.16	1494.08	30.36	82.8	235.52	143.52	97.52	121.44	97.52	0.0	0.0	0.0	150.88	114.08	0.0	60.72	1.38	0.0	0.0	1258.56	0.0	172.96	0.0	831.68	478.4	0.0	772.8	338.56	0.92	655.04
45.08	11.96	397.44	368.0	0.0	121.44	0.0	0.0	0.0	0.0	2.3	90.16	150.88	19.32	1847.36	43.24	7.36	57.04	53.36	1494.08	30.36	743.36	235.52	1.38	0.46	121.44	97.52	0.0	180.32	0.0	143.52	114.08	104.88	60.72	1.38	0.0	0.0	1258.56	0.0	172.96	0.0	831.68	478.4	0.0	772.8	338.56	0.92	655.04
45.08	11.96	235.52	368.0	0.0	121.44	0.0	0.0	0.0	0.0	2.3	90.16	158.24	19.32	1847.36	1847.36	121.44	57.04	0.46	1494.08	30.36	743.36	235.52	1.38	97.52	121.44	97.52	0.0	180.32	114.08	143.52	114.08	104.88	60.72	1.38	0.0	0.0	1258.56	0.0	172.96	0.0	831.68	566.72	0.0	772.8	338.56	0.92	655.04
45.08	11.96	397.44	368.0	0.0	121.44	0.0	0.0	0.0	75.44	2.3	90.16	158.24	21.16	1847.36	1847.36	121.44	57.04	12.88	1494.08	30.36	743.36	625.6	1.38	0.46	121.44	79.12	0.0	180.32	114.08	150.88	114.08	104.88	60.72	1.38	0.0	0.0	1258.56	0.0	172.96	0.0	831.68	566.72	0.0	772.8	338.56	0.92	655.04
45.08	11.96	397.44	368.0	0.0	121.44	0.0	0.0	0.0	75.44	2.3	90.16	158.24	21.16	1258.56	1847.36	121.44	57.04	90.16	1494.08	114.08	772.8	625.6	1.38	97.52	121.44	79.12	0.0	180.32	114.08	150.88	121.44	104.88	60.72	1.38	0.0	0.0	1258.56	0.0	172.96	0.0	831.68	566.72	0.0	772.8	338.56	0.92	655.04
45.08	11.96	397.44	368.0	0.0	121.44	0.0	0.0	0.0	75.44	2.3	90.16	158.24	21.16	1258.56	18.4	121.44	57.04	71.76	1494.08	114.08	772.8	655.04	143.52	0.46	121.44	79.12	0.0	180.32	114.08	150.88	121.44	104.88	60.72	1.38	0.0	0.0	1258.56	0.0	172.96	0.0	831.68	566.72	0.0	772.8	338.56	0.92	655.04
45.08	11.96	382.72	368.0	0.0	121.44	0.0	108.56	0.0	75.44	890.56	90.16	158.24	21.16	4.6	45.08	121.44	57.04	71.76	1494.08	114.08	743.36	655.04	143.52	0.46	121.44	79.12	0.0	180.32	114.08	150.88	114.08	104.88	60.72	1.38	0.0	0.0	1258.56	0.0	172.96	0.0	831.68	566.72	0.0	772.8	338.56	0.92	655.04
